0	0.996486	0.0602621	0.0581692	-0.258896	-0.202422	1.12245
2e-06	0.862232	0.483284	0.151635	0.599944	0.528812	1.3307
4e-06	0.903974	0.286432	0.317471	-1.35334	-0.435556	0.213693
6e-06	0.964533	-0.0883726	-0.248731	2.4431	-0.360581	0.272239
8e-06	0.956411	0.11643	-0.267811	0.305031	1.20559	0.891676
1e-05	0.956303	0.175363	0.233949	2.72437	0.0579041	-1.13023
1.2e-05	0.949681	-0.291699	-0.114099	-1.1903	1.60578	-0.199708
1.4e-05	0.904661	-0.372986	0.206081	-0.746704	-1.94605	-3.14062
1.6e-05	0.834384	-0.160712	0.527234	-1.7447	-1.62194	-0.511364
1.8e-05	0.969847	0.120194	-0.212016	1.91927	0.694099	2.38379
2e-05	0.876768	-0.444338	-0.183961	0.412103	0.0633721	0.147649
2.2e-05	0.898416	0.162857	-0.407831	0.600036	1.63568	0.772816
2.4e-05	0.859708	-0.308059	0.407433	1.51518	-2.63715	-1.01309
2.6e-05	0.938505	-0.246381	-0.241877	-0.590555	2.00753	2.03302
2.8e-05	0.986388	-0.108293	0.12374	1.61015	0.35839	-1.41207
3e-05	0.989735	0.00501753	-0.142825	-0.664128	-1.55814	-0.88445
3.2e-05	0.97581	-0.0243321	0.217263	0.16912	0.824376	0.238364
3.4e-05	0.885482	-0.137796	0.443772	2.14221	-1.26176	1.75507
3.6e-05	0.973896	0.16189	0.159118	0.542582	-1.31101	-0.0179792
3.8e-05	0.928099	-0.369864	-0.0428074	0.465956	-2.4254	0.0838085
4e-05	0.897048	-0.3962	-0.195781	1.01924	-0.146202	-1.9477
4.2e-05	0.995773	-0.0645111	0.0653803	0.053734	0.725474	-0.0309155
4.4e-05	0.948506	0.296829	-0.110586	-0.382031	-0.795948	-0.461816
4.6e-05	0.886605	0.430874	0.168166	-1.36245	-0.247706	0.264951
4.8e-05	0.894725	-0.438639	0.0840383	-1.21006	-1.12533	-0.70042
5e-05	-0.903135	0.0600758	-0.425133	-0.96921	0.721998	-0.891718
5.2e-05	-0.735676	-0.643411	-0.211668	0.897092	-0.122811	1.18686
5.4e-05	-0.990348	0.0147793	0.137812	0.243219	0.271722	-0.897151
5.6e-05	-0.982679	-0.163794	-0.0866813	0.719177	-1.33987	0.00777694
5.8e-05	-0.845331	0.341502	-0.410843	-0.910113	-1.05419	-0.54012
6e-05	-0.801048	-0.550016	0.236229	0.59934	0.558704	-0.3113
6.2e-05	-0.971633	-0.137918	-0.192115	0.567622	0.967651	0.0597131
6.4e-05	-0.819908	-0.572404	0.0102224	0.831429	1.78963	0.969408
6.6e-05	-0.872698	-0.300791	-0.384607	1.30759	0.690364	-1.03132
6.8e-05	-0.986166	-0.0579663	0.155296	2.02511	-0.420588	-2.89547
7e-05	-0.982759	-0.182443	-0.0299784	-1.1436	-0.972356	0.673912
7.2e-05	-0.921229	-0.386684	0.0425806	0.921105	-1.77978	0.561488
7.4e-05	-0.959959	0.0757703	-0.2697	-1.2261	-0.0344833	-0.456985
7.6e-05	-0.973749	0.0804821	-0.21292	0.583556	-1.00401	0.764252
7.8e-05	-0.927065	-0.0868091	-0.364712	0.924485	-0.72257	1.33429
8e-05	-0.947637	0.316576	-0.0419922	-0.351155	1.10037	-0.627762
8.2e-05	-0.925373	0.122645	-0.358667	0.359521	0.0239697	-0.0475748
8.4e-05	-0.947101	-0.234669	0.21893	1.4266	-0.222079	1.42843
8.6e-05	-0.974367	-0.0212986	0.223955	-0.163916	0.0527459	-0.715806
8.8e-05	-0.950151	-0.199165	0.239887	-0.489776	-0.139154	0.526334
9e-05	-0.94166	0.334569	0.036616	0.301831	0.0934797	0.0930099
9.2e-05	-0.978567	-0.0941342	-0.183154	-0.872378	0.600898	-0.563525
9.4e-05	-0.977273	-0.16907	-0.127877	1.61363	-1.18814	0.466696
9.6e-05	-0.874252	0.446079	0.191565	2.56614	0.747995	0.288812
9.8e-05	-0.905668	0.0670947	-0.418646	1.17028	0.561929	-0.705379
0.0001	-0.99935	0.0353929	0.00678828	0.0785727	-0.968376	0.604029
0.000102	-0.982041	-0.0705914	0.174966	0.898818	-0.500384	-0.889172
0.000104	-0.944873	-0.00342151	0.32742	0.472607	2.01895	0.433357
0.000106	-0.991774	0.115257	-0.0556838	-0.859077	0.194981	1.15795
0.000108	-0.92125	0.369973	-0.120075	0.846457	-0.126689	-1.39635
0.00011	-0.976976	0.116695	-0.178605	-1.55652	0.280324	-0.694221
0.000112	-0.968054	-0.0716563	0.240284	-0.0155001	-0.0846297	0.920669
0.000114	-0.949066	-0.268414	0.165009	-0.608096	0.0207433	-2.63497
0.000116	-0.97358	0.0121879	0.22802	-0.774695	-0.0971263	-0.81695
0.000118	-0.941227	-0.179656	0.286034	0.120693	-0.743923	-0.577023
0.00012	-0.795078	-0.530845	0.293349	-0.777746	-0.721024	0.934796
0.000122	-0.855073	0.146841	0.49728	1.31872	1.0039	0.685701
0.000124	-0.952817	0.253015	-0.167696	-0.0793316	0.405528	-0.00929212
0.000126	-0.946893	0.312916	0.0740099	0.139153	0.427532	2.14084
0.000128	-0.964284	0.201393	-0.172041	0.673013	-0.435471	-0.280233
0.00013	-0.888345	-0.328225	-0.321109	-0.0159385	-1.04624	-0.876887
0.000132	-0.965917	0.160344	-0.203211	-1.21799	-0.984754	-1.47844
0.000134	-0.930379	-0.158512	0.330558	0.105895	0.48966	-0.714456
0.000136	-0.957804	0.148384	0.246159	-0.0427118	0.46587	-0.446787
0.000138	-0.957965	0.0379942	-0.284359	-1.74206	-0.0694721	-0.980552
0.00014	-0.983065	-0.0234572	0.181748	-1.53283	-0.9548	0.28768
0.000142	-0.907196	0.0764998	-0.413694	-0.343863	0.0829325	-1.58631
0.000144	-0.928114	-0.264777	0.261721	2.0434	0.0377877	0.669875
0.000146	-0.95331	0.299911	-0.0354027	-0.350671	-0.372266	1.34332
0.000148	-0.912956	0.252178	0.320807	-1.34209	2.10194	1.044
0.00015	-0.958016	0.160341	0.237688	-0.719275	1.59595	-0.325991
0.000152	-0.879197	0.113467	-0.46275	-0.952141	-0.122242	-0.866986
0.000154	-0.961851	0.0522273	-0.268542	0.418635	-0.670429	0.777088
0.000156	-0.965845	-0.164682	0.200059	-0.13793	0.0793682	0.611084
0.000158	-0.991289	-0.11302	0.0676262	0.334505	2.07154	-1.896
0.00016	-0.880417	0.474198	-0.0015381	0.704745	-1.13903	0.162985
0.000162	-0.918381	-0.110343	-0.380001	0.38686	-0.776715	0.668178
0.000164	-0.990372	-0.0560521	-0.126573	1.92072	-0.453406	0.627547
0.000166	-0.932852	-0.322476	0.160614	-2.17979	-0.464496	1.08384
0.000168	-0.841842	-0.493437	0.218682	0.567028	0.468228	3.46229
0.00017	-0.952758	0.215596	0.213941	-0.108783	-1.02012	-1.16683
0.000172	-0.792227	0.543644	-0.277178	0.535874	-0.465665	0.539575
0.000174	-0.915548	0.29533	0.273042	-1.50932	1.93351	-0.39239
0.000176	-0.930305	-0.23118	-0.284759	-0.192459	1.47241	-0.624205
0.000178	-0.942175	0.18401	0.280083	-0.879844	-0.0466561	-2.01626
0.00018	-0.961814	-0.114706	0.248507	0.0270435	0.975872	-0.427971
0.000182	-0.836941	-0.515141	-0.184824	-0.381415	-1.58766	1.83263
0.000184	-0.939535	-0.14966	-0.308019	0.0219303	-1.13131	0.442897
0.000186	-0.949671	-0.303202	0.078698	0.686231	-0.0784381	-0.515338
0.000188	-0.899668	-0.398879	0.17746	-2.01555	-0.616457	0.289767
0.00019	-0.693961	-0.532731	-0.484371	-0.296519	-0.103744	-1.80102
0.000192	-0.973329	-0.165018	-0.159371	0.885309	1.70905	-0.540703
0.000194	-0.992357	-0.0740153	0.0987345	0.217587	-0.907091	1.49854
0.000196	-0.979418	0.0269534	0.200037	-1.34062	-0.287681	-0.49034
0.000198	-0.955754	-0.293813	-0.0144301	-0.299188	-0.235535	-1.07571
0.0002	-0.994968	0.0809825	-0.0589967	-0.539254	-1.67564	1.23293
0.000202	-0.99716	-0.0590179	-0.046793	0.516033	-1.17103	1.51842
0.000204	-0.940516	0.0396866	0.337424	1.42997	-1.07271	1.10972
0.000206	-0.97451	-0.200918	0.0998149	-0.78483	-0.234369	1.25229
0.000208	-0.858551	-0.226578	-0.459949	-0.573405	0.621482	0.54339
0.00021	-0.985756	-0.152974	0.0698887	0.114951	-1.07883	2.45805
0.000212	-0.817244	0.156808	0.554548	-1.2198	-0.310415	-1.29975
0.000214	-0.954291	0.206029	0.216521	0.810317	-0.0137931	0.648179
0.000216	-0.891891	-0.230899	-0.388866	-0.176354	1.00024	1.09856
0.000218	-0.934517	-0.353159	0.0442324	0.686837	0.678273	0.359299
0.00022	-0.934235	-0.0427741	0.354083	0.47781	0.267948	-0.180036
0.000222	-0.918293	-0.162724	0.360913	-0.298578	-1.0313	-0.465864
0.000224	-0.969118	0.239398	0.0591505	-0.777164	-0.689666	0.574565
0.000226	-0.906111	-0.34903	-0.239042	0.138608	-1.24272	0.549289
0.000228	-0.999948	0.00622131	0.0081407	-0.876429	0.577369	-1.81904
0.00023	-0.972362	0.0784107	-0.219917	-0.0311448	-0.903583	-3.0511
0.000232	-0.963317	0.133717	-0.23268	1.06111	0.582239	1.02921
0.000234	-0.922557	0.310577	-0.228977	-1.32783	-0.47048	-1.4435
0.000236	-0.894258	-0.174058	-0.412318	-1.49122	-1.57326	2.2879
0.000238	-0.978047	0.174602	-0.113746	-0.184502	0.127601	0.122465
0.00024	-0.989094	0.0832401	0.121508	-0.276384	-1.693	-0.080236
0.000242	-0.832514	0.505684	0.226285	-0.14908	1.20271	-0.878694
0.000244	-0.912781	0.324869	-0.24757	-2.48445	0.364287	-1.51635
0.000246	-0.931124	-0.0800086	-0.355818	0.742403	0.56053	-1.28132
0.000248	-0.831866	-0.535165	-0.14696	-1.23603	-1.78448	-0.0710812
0.00025	-0.844998	0.50109	-0.186782	0.343319	-1.22496	-1.73204
0.000252	-0.800448	0.163754	-0.5766	-0.340225	0.751083	0.225268
0.000254	-0.978912	0.149433	0.139286	2.22081	-0.431836	-0.545657
0.000256	-0.980262	0.101231	0.16982	-1.34654	1.28383	-0.94882
0.000258	-0.93319	-0.0431865	0.356779	-0.0734401	0.114915	1.93387
0.00026	-0.959638	-0.278432	0.0396424	-0.812908	-0.711707	0.486955
0.000262	-0.93558	-0.305011	0.177931	-0.641337	0.384943	0.227935
0.000264	-0.924991	0.188003	-0.330223	-0.226859	0.807577	-1.02471
0.000266	-0.893126	-0.180073	0.412189	-1.39205	0.186943	1.24099
0.000268	-0.947367	0.204322	-0.246473	-0.615551	-1.24948	1.07691
0.00027	-0.979428	0.139355	-0.145949	-0.498161	-0.160935	0.022768
0.000272	-0.941942	-0.333952	0.0349551	1.13838	0.239665	0.521456
0.000274	-0.994016	0.0867451	0.0663923	0.356539	-0.409972	0.0350134
0.000276	-0.937174	0.0363374	0.346966	1.58158	-1.31435	0.225367
0.000278	-0.983465	-0.106714	0.146315	1.12403	0.468121	-0.249182
0.00028	-0.88388	-0.0582771	-0.464069	-1.70851	-1.31004	0.544772
0.000282	-0.958821	-0.1305	-0.252253	-0.0721846	-0.615028	-1.55899
0.000284	-0.938327	-0.329112	0.105965	0.356335	1.59639	0.695592
0.000286	-0.926698	-0.0854265	-0.36597	-0.434131	-0.902669	1.32132
0.000288	-0.903619	-0.210505	-0.373042	1.27269	-1.69123	-1.24014
0.00029	-0.956376	-0.0054779	0.292088	0.655833	-0.436984	0.412739
0.000292	-0.960612	0.24335	0.134183	-0.693013	-0.646365	-0.574429
0.000294	-0.981943	-0.178208	-0.0634807	0.393735	0.127369	0.0864156
0.000296	-0.950655	0.235843	-0.201576	1.61906	0.356013	0.461603
0.000298	-0.937707	0.346226	-0.0288564	0.529791	1.39424	-1.01327
